data;ticker;fechamento_b3_rs;fechamento_ajustado_rs;volume_rs
2025-12-22;ITUB4;39,61;38,4563;608908415,00
2025-12-23;ITUB4;40,26;39,0874;408866587,00
2025-12-26;ITUB4;39,10;39,1000;475782424,00
2025-12-29;ITUB4;38,98;38,9800;415888384,00
2025-12-30;ITUB4;39,23;39,2300;542387576,00
2025-01-02;VALE3;54,25;54,2500;960890043,00
2025-01-03;VALE3;53,24;53,2400;1259091413,00
2025-01-06;VALE3;52,56;52,5600;1148126692,00
2025-01-07;VALE3;52,05;52,0500;1154893951,00
2025-01-08;VALE3;51,55;51,5500;1262068106,00
2025-01-09;VALE3;51,23;51,2300;819749495,00
2025-01-10;VALE3;51,52;51,5200;1335846460,00
2025-01-13;VALE3;51,51;51,5100;1591567206,00
2025-01-14;VALE3;51,85;51,8500;1110644393,00
2025-01-15;VALE3;52,60;52,6000;1829784180,00
2025-01-16;VALE3;52,67;52,6700;11528773785,00
2025-01-17;VALE3;54,49;54,4900;2956234442,00
2025-01-20;VALE3;54,29;54,2900;666238407,00
2025-01-21;VALE3;54,02;54,0200;1548583619,00
2025-01-22;VALE3;52,66;52,6600;1843897392,00
2025-01-23;VALE3;52,32;52,3200;1311852050,00
2025-01-24;VALE3;53,03;53,0300;1086239495,00
2025-01-27;VALE3;53,96;53,9600;1314507461,00
2025-01-28;VALE3;52,65;52,6500;1213869950,00
2025-01-29;VALE3;52,80;52,8000;1020098645,00
2025-01-30;VALE3;55,03;55,0300;2217850460,00
2025-01-31;VALE3;54,17;54,1700;1388231957,00
2025-02-03;VALE3;54,21;54,2100;1467173924,00
2025-02-04;VALE3;54,02;54,0200;1766085963,00
2025-02-05;VALE3;54,31;54,3100;1175579741,00
2025-02-06;VALE3;55,13;55,1300;1811745048,00
2025-02-07;VALE3;54,83;54,8300;1341940556,00
2025-02-10;VALE3;55,40;55,4000;858087646,00
2025-02-11;VALE3;55,16;55,1600;998961824,00
2025-02-12;VALE3;54,79;54,7900;1947522878,00
2025-02-13;VALE3;54,86;54,8600;1188920278,00
2025-02-14;VALE3;55,67;55,6700;2766474577,00
2025-02-17;VALE3;55,37;55,3700;689182490,00
2025-02-18;VALE3;55,74;55,7400;1539106635,00
2025-02-19;VALE3;55,69;55,6900;1464569761,00
2025-02-20;VALE3;57,74;57,7400;4409001263,00
2025-02-21;VALE3;58,16;58,1600;2152895324,00
2025-02-24;VALE3;57,63;57,6300;1104964356,00
2025-02-25;VALE3;57,07;57,0700;1116544312,00
2025-02-26;VALE3;56,72;56,7200;1451903522,00
2025-02-27;VALE3;56,30;56,3000;1052314198,00
2025-02-28;VALE3;55,15;55,1500;2588691084,00
2025-03-05;VALE3;55,59;55,5900;771902067,00
2025-03-06;VALE3;56,20;56,2000;993283215,00
2025-03-07;VALE3;57,02;57,0200;1445061135,00
2025-03-10;VALE3;53,99;53,9900;1272927170,00
2025-03-11;VALE3;54,44;54,4400;1248088510,00
2025-03-12;VALE3;53,76;53,7600;1008817972,00
2025-03-13;VALE3;54,50;54,5000;1123876286,00
2025-03-14;VALE3;56,29;56,2900;1779752655,00
2025-03-17;VALE3;57,10;57,1000;1320929091,00
2025-03-18;VALE3;57,52;57,5200;1039267349,00
2025-03-19;VALE3;57,42;57,4200;1328228051,00
2025-03-20;VALE3;57,24;57,2400;989396014,00
2025-03-21;VALE3;57,45;57,4500;1749670884,00
2025-03-24;VALE3;57,15;57,1500;1070823621,00
2025-03-25;VALE3;57,34;57,3400;896767474,00
2025-03-26;VALE3;57,69;57,6900;1696900712,00
2025-03-27;VALE3;58,15;58,1500;893198288,00
2025-03-28;VALE3;57,56;57,5600;1795849469,00
2025-03-31;VALE3;56,70;56,7000;1158474173,00
2025-04-01;VALE3;57,19;57,1900;710553311,00
2025-04-02;VALE3;56,93;56,9300;750348212,00
2025-04-03;VALE3;54,87;54,8700;1796753841,00
2025-04-04;VALE3;52,68;52,6800;2408136755,00
2025-04-07;VALE3;52,05;52,0500;1869918588,00
2025-04-08;VALE3;49,20;49,2000;2350737735,00
2025-04-09;VALE3;51,85;51,8500;2850710672,00
2025-04-10;VALE3;52,78;52,7800;1990218222,00
2025-04-11;VALE3;53,66;53,6600;1184878029,00
2025-04-14;VALE3;54,36;54,3600;1090958836,00
2025-04-15;VALE3;53,81;53,8100;941523665,00
2025-04-16;VALE3;52,56;52,5600;1220690502,00
2025-04-17;VALE3;52,88;52,8800;1225765134,00
2025-04-22;VALE3;53,82;53,8200;900274824,00
2025-04-23;VALE3;54,46;54,4600;1007569411,00
2025-04-24;VALE3;55,31;55,3100;1084350337,00
2025-04-25;VALE3;53,85;53,8500;1413308588,00
2025-04-28;VALE3;54,04;54,0400;647707891,00
2025-04-29;VALE3;53,84;53,8400;638028402,00
2025-04-30;VALE3;52,86;52,8600;992973767,00
2025-05-02;VALE3;52,80;52,8000;907618026,00
2025-05-05;VALE3;52,96;52,9600;645460124,00
2025-05-06;VALE3;53,00;53,0000;641648387,00
2025-05-07;VALE3;52,90;52,9000;595313410,00
2025-05-08;VALE3;52,74;52,7400;815218055,00
2025-05-09;VALE3;52,95;52,9500;820533468,00
2025-05-12;VALE3;54,28;54,2800;1447687993,00
2025-05-13;VALE3;55,17;55,1700;1165525662,00
2025-05-14;VALE3;54,90;54,9000;897602803,00
2025-05-15;VALE3;55,45;55,4500;773050279,00
2025-05-16;VALE3;55,49;55,4900;1002851522,00
2025-05-19;VALE3;55,34;55,3400;800358420,00
2025-05-20;VALE3;55,35;55,3500;580993076,00
2025-05-21;VALE3;54,64;54,6400;794523074,00
2025-05-22;VALE3;54,23;54,2300;1002474886,00
2025-05-23;VALE3;54,32;54,3200;798465254,00
2025-05-26;VALE3;54,01;54,0100;388190310,00
2025-05-27;VALE3;53,84;53,8400;965693642,00
2025-05-28;VALE3;53,41;53,4100;945710126,00
2025-05-29;VALE3;53,45;53,4500;548330432,00
2025-05-30;VALE3;52,10;52,1000;1481680717,00
2025-06-02;VALE3;52,56;52,5600;1013255791,00
2025-06-03;VALE3;52,53;52,5300;669676143,00
2025-06-04;VALE3;52,77;52,7700;620607458,00
2025-06-05;VALE3;52,91;52,9100;670875448,00
2025-06-06;VALE3;52,98;52,9800;881470027,00
2025-06-09;VALE3;53,29;53,2900;691108593,00
2025-06-10;VALE3;53,65;53,6500;1013467205,00
2025-06-11;VALE3;53,18;53,1800;726406008,00
2025-06-12;VALE3;52,83;52,8300;588179345,00
2025-06-13;VALE3;52,13;52,1300;692273510,00
2025-06-16;VALE3;53,83;53,8300;2212947171,00
2025-06-17;VALE3;51,41;51,4100;2273190524,00
2025-06-18;VALE3;51,24;51,2400;1054160707,00
2025-06-20;VALE3;49,92;49,9200;2004460599,00
2025-06-23;VALE3;50,55;50,5500;867431141,00
2025-06-24;VALE3;50,54;50,5400;937372942,00
2025-06-25;VALE3;50,48;50,4800;1171864215,00
2025-06-26;VALE3;52,00;52,0000;2101139514,00
2025-06-27;VALE3;53,00;53,0000;1370623764,00
2025-06-30;VALE3;52,65;52,6500;1052770976,00
2025-07-01;VALE3;53,36;53,3600;1161941246,00
2025-07-02;VALE3;55,30;55,3000;3482577160,00
2025-07-03;VALE3;55,04;55,0400;1008931746,00
2025-07-04;VALE3;55,20;55,2000;300019878,00
2025-07-07;VALE3;54,39;54,3900;718607086,00
2025-07-08;VALE3;54,58;54,5800;1460606711,00
2025-07-09;VALE3;54,04;54,0400;660135336,00
2025-07-10;VALE3;55,28;55,2800;2611708913,00
2025-07-11;VALE3;56,00;56,0000;1022130918,00
2025-07-14;VALE3;55,36;55,3600;837347020,00
2025-07-15;VALE3;53,91;53,9100;1351715279,00
2025-07-16;VALE3;54,40;54,4000;1432133458,00
2025-07-17;VALE3;54,30;54,3000;1102614633,00
2025-07-18;VALE3;54,56;54,5600;1292870744,00
2025-07-21;VALE3;56,05;56,0500;2273582613,00
2025-07-22;VALE3;57,50;57,5000;2353536445,00
2025-07-23;VALE3;57,42;57,4200;1028666841,00
2025-07-24;VALE3;56,53;56,5300;1225828881,00
2025-07-25;VALE3;55,70;55,7000;1216609433,00
2025-07-28;VALE3;55,16;55,1600;1054177423,00
2025-07-29;VALE3;54,82;54,8200;806890092,00
2025-07-30;VALE3;53,84;53,8400;1921923588,00
2025-07-31;VALE3;53,46;53,4600;1105602377,00
2025-08-01;VALE3;53,75;53,7500;2193961117,00
2025-08-04;VALE3;54,18;54,1800;875047834,00
2025-08-05;VALE3;54,11;54,1100;1144797588,00
2025-08-06;VALE3;53,77;53,7700;970456328,00
2025-08-07;VALE3;54,11;54,1100;1100559720,00
2025-08-08;VALE3;55,39;55,3900;1336440125,00
2025-08-11;VALE3;55,33;55,3300;1237923999,00
2025-08-12;VALE3;55,91;55,9100;1446674652,00
2025-08-13;VALE3;54,09;54,0900;1069944196,00
2025-08-14;VALE3;53,42;53,4200;2282838962,00
2025-08-15;VALE3;53,32;53,3200;1820812159,00
2025-08-18;VALE3;53,20;53,2000;679050643,00
2025-08-19;VALE3;53,24;53,2400;943947674,00
2025-08-20;VALE3;53,00;53,0000;513932510,00
2025-08-21;VALE3;53,45;53,4500;576032105,00
2025-08-22;VALE3;54,79;54,7900;1129533064,00
2025-08-25;VALE3;54,92;54,9200;572592145,00
2025-08-26;VALE3;55,41;55,4100;1042449207,00
2025-08-27;VALE3;55,38;55,3800;486212676,00
2025-08-28;VALE3;55,40;55,4000;1229375528,00
2025-08-29;VALE3;55,56;55,5600;772611361,00
2025-09-01;VALE3;55,60;55,6000;429016795,00
2025-09-02;VALE3;55,39;55,3900;529845529,00
2025-09-03;VALE3;55,60;55,6000;657204294,00
2025-09-04;VALE3;55,71;55,7100;470962993,00
2025-09-05;VALE3;56,22;56,2200;789005461,00
2025-09-08;VALE3;56,36;56,3600;547550148,00
2025-09-09;VALE3;56,19;56,1900;1379324184,00
2025-09-10;VALE3;56,58;56,5800;762151121,00
2025-09-11;VALE3;57,02;57,0200;804280122,00
2025-09-12;VALE3;57,00;57,0000;702537801,00
2025-09-15;VALE3;57,50;57,5000;714816110,00
2025-09-16;VALE3;57,70;57,7000;900215006,00
2025-09-17;VALE3;57,80;57,8000;1333466136,00
2025-09-18;VALE3;57,69;57,6900;1021237460,00
2025-09-19;VALE3;57,92;57,9200;1464166254,00
2025-09-22;VALE3;58,00;58,0000;1275882929,00
2025-09-23;VALE3;57,67;57,6700;1023484192,00
2025-09-24;VALE3;57,89;57,8900;752963180,00
2025-09-25;VALE3;58,21;58,2100;794515943,00
2025-09-26;VALE3;57,09;57,0900;1655749995,00
2025-09-29;VALE3;57,28;57,2800;894705439,00
2025-09-30;VALE3;57,58;57,5800;1050162241,00
2025-10-01;VALE3;58,31;58,3100;1065429174,00
2025-10-02;VALE3;58,70;58,7000;868529800,00
2025-10-03;VALE3;58,59;58,5900;1130751196,00
2025-10-06;VALE3;59,59;59,5900;1555213858,00
2025-10-07;VALE3;58,75;58,7500;1540330533,00
2025-10-08;VALE3;59,20;59,2000;1456662203,00
2025-10-09;VALE3;59,11;59,1100;1084140142,00
2025-10-10;VALE3;58,87;58,8700;1363364242,00
2025-10-13;VALE3;59,75;59,7500;1394539639,00
2025-10-14;VALE3;59,75;59,7500;1156766415,00
2025-10-15;VALE3;60,86;60,8600;2731823213,00
2025-10-16;VALE3;60,30;60,3000;1287979483,00
2025-10-17;VALE3;60,13;60,1300;1040493281,00
2025-10-20;VALE3;60,90;60,9000;1084549945,00
2025-10-21;VALE3;60,80;60,8000;816798391,00
2025-10-22;VALE3;61,88;61,8800;1562756213,00
2025-10-23;VALE3;61,76;61,7600;695806007,00
2025-10-24;VALE3;61,73;61,7300;686286412,00
2025-10-27;VALE3;61,66;61,6600;741857656,00
2025-10-28;VALE3;62,20;62,2000;982523017,00
2025-10-29;VALE3;63,33;63,3300;1952887052,00
2025-10-30;VALE3;63,81;63,8100;1628829919,00
2025-10-31;VALE3;65,26;65,2600;2528809247,00
2025-11-03;VALE3;65,35;65,3500;1107028675,00
2025-11-04;VALE3;64,62;64,6200;1423388375,00
2025-11-05;VALE3;65,73;65,7300;1477648126,00
2025-11-06;VALE3;65,50;65,5000;1046284896,00
2025-11-07;VALE3;64,78;64,7800;1339207523,00
2025-11-10;VALE3;65,21;65,2100;826805963,00
2025-11-11;VALE3;65,04;65,0400;1661138720,00
2025-11-12;VALE3;65,76;65,7600;1745751415,00
2025-11-13;VALE3;65,67;65,6700;1255292948,00
2025-11-14;VALE3;65,27;65,2700;1066255846,00
2025-11-17;VALE3;65,22;65,2200;1317222915,00
2025-11-18;VALE3;65,02;65,0200;1456873796,00
2025-11-19;VALE3;64,95;64,9500;1073069450,00
2025-11-21;VALE3;65,16;65,1600;1311600915,00
2025-11-24;VALE3;65,09;65,0900;1332994814,00
2025-11-25;VALE3;65,60;65,6000;1199118479,00
2025-11-26;VALE3;66,58;66,5800;2221768110,00
2025-11-27;VALE3;66,33;66,3300;646488544,00
2025-11-28;VALE3;67,40;67,4000;3099010708,00
2025-12-01;VALE3;67,92;67,9200;1062763423,00
2025-12-02;VALE3;68,48;68,4800;1538998544,00
2025-12-03;VALE3;70,69;70,6900;2982719159,00
2025-12-04;VALE3;71,92;71,9200;2726715671,00
2025-12-05;VALE3;70,22;70,2200;2855261264,00
2025-12-08;VALE3;69,74;69,7400;1460757455,00
2025-12-09;VALE3;69,78;69,7800;1610219444,00
2025-12-10;VALE3;71,06;71,0600;1735787002,00
2025-12-11;VALE3;72,00;72,0000;1840690800,00
2025-12-12;VALE3;68,61;68,6100;2494189956,00
2025-12-15;VALE3;69,03;69,0300;1160285555,00
2025-12-16;VALE3;69,29;69,2900;1528445402,00
2025-12-17;VALE3;70,17;70,1700;2063898479,00
2025-12-18;VALE3;70,35;70,3500;1302434157,00
2025-12-19;VALE3;70,85;70,8500;2619831131,00
2025-12-22;VALE3;72,92;72,9200;2025326289,00
2025-12-23;VALE3;72,90;72,9000;1251201195,00
2025-12-26;VALE3;73,12;73,1200;1196065454,00
2025-12-29;VALE3;72,12;72,1200;1444568364,00
2025-12-30;VALE3;71,96;71,9600;1233267162,00
